idhere,H_mag,family
2014 SY257,16.36,Schubart
2014 SU276,16.84,Guinevere
2014 SV288,16.16,Background
2014 SE351,17.05,Francette
2014 SF351,16.61,Schubart
2014 SL369,16.89,Hilda
2014 SA384,15.82,Potomac
2014 SL392,16.38,Background
2014 SS392,16.46,Schubart
2014 SL396,16.09,Hilda
2014 SC410,16.36,Schubart
2014 SV413,16.2,Potomac
2014 SA415,16.67,Background
2014 SD415,16.98,Schubart
2014 SG415,16.98,Background
2014 SL415,17.35,Background
2014 SM415,17.54,Hilda
2014 SN415,17.68,Francette
2014 SO415,17.12,Schubart
2014 SQ415,16.88,Background
2014 SA416,17.01,Schubart
2014 SW425,17.49,Schubart
2014 TA13,17.3,Background
2014 TA14,16.99,Potomac
2014 TC16,16.73,Background
2014 TS73,16.49,Francette
2014 TK80,17.38,Background
2014 TA81,16.78,Schubart
2014 TM86,15.78,Hilda
2014 TB118,16.22,Potomac
2014 TM119,16.96,Background
2014 TX120,16.46,Potomac
2014 UF2,17.21,Guinevere
2014 UB26,16.33,Background
2014 UL26,16.58,Hilda
2014 UN52,16.13,Background
2014 UY60,16.55,Schubart
2014 UZ88,16.93,Schubart
2014 UV100,16.0,Background
2014 UN108,17.21,Background
2014 UF111,17.25,Schubart
2014 UD129,16.75,Background
2014 UQ166,16.84,Background
2014 UT175,15.97,Hilda
2014 UD181,16.67,Background
2014 UL188,16.47,Schubart
2014 UY189,17.45,Background
2014 UK201,16.58,Background
2014 US208,16.31,Schubart
2014 UE275,15.95,Hilda
2014 UD286,16.85,Schubart
2014 UF286,16.94,Hilda
2014 UP286,16.34,Potomac
2014 UR286,17.07,Background
2014 UU286,16.68,Hilda
2014 UV294,17.57,Schubart
2014 UQ295,17.35,Background
2014 UM297,18.57,Guinevere
2014 UO298,18.03,Schubart
2014 VF6,15.93,Hilda
2014 WJ1,16.61,Background
2014 WO35,16.12,Background
2014 WM47,16.44,Hilda
2014 WR70,16.85,Francette
2014 WE72,16.2,Schubart
2014 WD80,17.18,Background
2014 WV84,15.99,Background
2014 WU104,15.82,Background
2014 WZ117,16.61,Schubart
2014 WU134,16.27,Hilda
2014 WR172,15.62,Hilda
2014 WR205,16.79,Schubart
2014 WR209,16.79,Background
2014 WS209,16.82,Schubart
2014 WL227,14.69,Potomac
2014 WW246,15.89,Hilda
2014 WR299,16.22,Background
2014 WE311,15.93,Hilda
2014 WT350,16.05,Potomac
2014 WV386,15.05,Potomac
2014 WT495,16.04,Potomac
2014 WK497,16.36,Schubart
2014 WX598,15.95,Hilda
2014 WS610,16.85,Schubart
2014 XR45,16.08,Schubart
2014 YR66,16.54,Hilda
2014 YC95,16.44,Schubart
2015 AE50,16.03,Background
2015 AD87,16.52,Schubart
2015 AJ136,16.372,Background
2015 AA143,17.21,Background
2015 AO152,16.87,Background
2015 AM153,16.44,Schubart
2015 AH156,16.82,Schubart
2015 AC171,16.72,Schubart
2015 AG182,16.9,Background
2015 AS187,16.71,Background
2015 AF191,16.78,Schubart
2015 AM197,16.53,Background
2015 AY213,16.35,Potomac
2015 AY217,15.83,Background
2015 AV281,16.38,Potomac
2015 AP308,16.69,Potomac
2015 AQ308,16.62,Schubart
2015 BZ66,16.38,Schubart
2015 BH103,16.53,Schubart
2015 BB175,17.007,Background
2015 BG227,16.28,Background
2015 BK241,16.54,Hilda
2015 BW258,16.95,Schubart
2015 BS307,16.63,Hilda
2015 BP332,16.7,Schubart
2015 BK401,16.8,Background
2015 BT425,16.82,Schubart
2015 BT436,16.94,Hilda
2015 BS456,16.39,Schubart
2015 BN485,17.11,Background
2015 BG521,16.6,Schubart
2015 BH521,16.695,Background
2015 BN521,16.36,Background
2015 BM557,16.71,Schubart
2015 BP575,16.99,Background
2015 BP577,15.46,Hilda
2015 BP591,16.82,Schubart
2015 CP7,16.567,Francette
2015 CE27,16.78,Background
2015 CU49,15.96,Hilda
2015 CS62,16.33,Schubart
2015 CM64,16.71,Hilda
2015 CH81,16.92,Hilda
2015 DO41,16.41,Hilda
2015 DJ57,16.55,Schubart
2015 DE67,17.2,Background
2015 DN77,16.96,Hilda
2015 DF83,16.53,Schubart
2015 DQ165,15.96,Background
2015 DF172,16.57,Background
2015 DM187,16.56,Potomac
2015 DR225,17.08,Background
2015 DT278,16.16,Background
2015 DU281,16.58,Hilda
2015 DF291,16.27,Schubart
2015 DT297,16.47,Hilda
2015 DG302,16.48,Background
2015 DO306,16.89,Hilda
2015 DO307,16.3,Background
2015 DQ323,17.12,Hilda
2015 DH337,17.31,Background
2015 EF5,15.74,Background
2015 EA24,16.6,Background
2015 EA69,16.46,Schubart
2015 FF44,16.2,Background
2015 FB47,16.71,Background
2015 FX158,15.81,Hilda
2015 FK183,15.28,Potomac
2015 FJ196,16.19,Hilda
2015 FT223,16.57,Schubart
2015 FQ237,16.49,Background
2015 FY354,16.4,Schubart
2015 FT363,16.38,Background
2015 FN434,15.59,Schubart
2015 FZ439,16.09,Background
2015 FP442,16.44,Background
2015 FP455,16.33,Background
2015 FH471,15.85,Potomac
2015 HD59,15.54,Hilda
2015 HR78,16.81,Background
2015 HH91,16.13,Schubart
2015 HS124,15.61,Hilda
2015 HT131,16.68,Schubart
2015 HG135,15.88,Schubart
2015 HD143,16.42,Background
2015 HK158,16.36,Schubart
2015 HR208,15.8,Background
2015 HK214,16.49,Schubart
2015 HR221,15.86,Background
2015 HU238,15.99,Potomac
2015 HK242,15.9,Schubart
2015 HQ243,16.4,Francette
2015 HC246,15.93,Schubart
2015 HG247,16.53,Background
2015 HO251,17.06,Schubart
2015 HJ256,17.37,Schubart
2015 HJ313,17.04,Francette
2015 HF339,16.57,Background
2015 HS342,16.87,Schubart
2015 JR10,15.7,Hilda
2015 JP11,16.73,Background
2015 JY31,16.88,Schubart
2015 KF40,16.62,Francette
2015 KX46,16.48,Schubart
2015 KW50,16.11,Background
2015 KO75,16.5,Hilda
2015 KL87,16.57,Background
2015 KN106,16.06,Background
2015 KX112,16.45,Potomac
2015 KV113,16.51,Hilda
2015 KN115,16.19,Background
2015 KB130,16.2,Hilda
2015 KF136,15.52,Background
2015 KF138,15.85,Schubart
2015 KO163,16.57,Schubart
2015 KQ163,16.13,Schubart
2015 KA180,16.46,Schubart
2015 KB220,16.0,Hilda
2015 KT234,16.59,Background
2015 KW235,17.02,Schubart
2015 KB260,16.9,Background
2015 KC301,17.5,Background
2015 KH332,16.52,Background
2015 KL350,17.99,Background
2015 KH353,17.3,Background
2015 KP357,16.23,Schubart
2015 KN363,17.13,Background
2015 KY363,16.73,Background
2015 KL384,17.72,Background
2015 KG391,17.87,Potomac
2015 LT40,16.853,Schubart
2015 LK52,16.49,Hilda
2015 LS65,16.71,Schubart
2015 MP32,16.87,Francette
2015 MV37,16.48,Francette
2015 MC64,15.92,Hilda
2015 MN131,16.75,Schubart
2015 MO131,16.3,Schubart
2015 MY176,16.03,Background
2015 MU199,15.99,Potomac
2015 MD206,16.13,Potomac
2015 NV21,16.2,Potomac
2015 OS18,15.88,Potomac
2015 OL80,16.61,Schubart
2015 ON80,16.07,Hilda
2015 OO80,16.73,Schubart
2015 OX124,15.98,Hilda
2015 OB172,16.7,Background
2015 OU181,16.75,Francette
2015 OA182,16.9,Background
2015 OK182,16.75,Hilda
2015 OL182,16.69,Hilda
2015 OM183,16.94,Background
2015 PQ8,15.68,Potomac
2015 PF23,14.95,Potomac
2015 PE51,15.17,Background
2015 PA74,16.3,Schubart
2015 PY78,16.38,Schubart
2015 PZ81,16.29,Schubart
2015 PE103,15.85,Schubart
2015 PF108,17.45,Background
2015 PY112,16.49,Schubart
2015 PF163,16.29,Hilda
2015 PO168,16.38,Schubart
2015 PD248,15.18,Hilda
2015 PD256,15.77,Potomac
2015 PM269,16.7,Background
2015 PP367,16.57,Background
2015 PR367,17.21,Background
2015 QS37,16.48,Hilda
2015 QV42,16.39,Background
2015 QY42,16.85,Background
2015 RA46,16.79,Background
2015 RC57,17.04,Background
2015 RV66,16.68,Schubart
2015 RW66,16.79,Schubart
2015 RR71,16.25,Background
2015 RU95,16.08,Background
2015 RX99,16.66,Background
2015 RO129,16.46,Schubart
2015 RN136,16.4,Background
2015 RR136,16.04,Schubart
2015 RH138,16.46,Schubart
2015 RS139,17.67,Schubart
2015 RL192,16.27,Background
2015 RZ197,17.12,Schubart
2015 RZ219,17.1,Schubart
2015 RW221,17.02,Background
2015 RE228,16.51,Schubart
2015 RL237,16.05,Hilda
2015 RU241,17.01,Potomac
2015 RJ246,16.78,Schubart
2015 RK246,16.51,Hilda
2015 RL246,16.73,Schubart
2015 RM246,16.25,Background
2015 RN246,16.78,Potomac
2015 RF256,17.31,Background
2015 RZ265,16.33,Background
2015 RO283,16.7,Background
2015 RF329,16.26,Schubart
2015 RO332,16.9,Schubart
2015 RY336,16.8,Schubart
2015 RJ339,16.38,Background
2015 RP341,16.43,Background
2015 RB356,16.41,Schubart
2015 RF365,16.15,Background
2015 RT379,16.39,Schubart
2015 RB380,16.47,Schubart
2015 RH380,16.86,Schubart
2015 RK380,16.69,Background
2015 RP380,17.15,Background
2015 SF11,16.36,Background
2015 SK27,16.17,Hilda
2015 SC52,16.59,Background
2015 SQ56,16.57,Background
2015 SR56,16.33,Potomac
2015 SZ56,16.9,Background
2015 SB57,16.89,Hilda
2015 SD57,16.63,Francette
2015 SE57,17.48,Hilda
2015 SR57,17.01,Potomac
2015 TC53,16.58,Hilda
2015 TN62,16.7,Schubart
2015 TK65,16.99,Schubart
2015 TU104,16.05,Potomac
2015 TC119,16.92,Background
2015 TK135,17.07,Background
2015 TX146,16.94,Schubart
2015 TS189,15.77,Hilda
2015 TR198,16.61,Potomac
2015 TX214,17.15,Schubart
2015 TB216,16.71,Background
2015 TH222,17.29,Background
2015 TV234,16.49,Guinevere
2015 TZ239,15.27,Hilda
2015 TQ241,16.05,Background
2015 TG246,17.18,Background
2015 TC247,16.07,Hilda
2015 TY248,16.89,Schubart
2015 TN257,16.13,Background
2015 TY257,16.23,Potomac
2015 TF261,16.44,Hilda
2015 TJ280,17.04,Background
2015 TG291,16.87,Schubart
2015 TC304,16.06,Potomac
2015 TM307,17.34,Background
2015 TD318,16.25,Background
2015 TO335,16.41,Schubart
2015 TX345,17.61,Background
2015 TV351,17.17,Schubart
2015 TX351,16.8,Schubart
2015 TZ351,16.6,Hilda
2015 TW421,17.31,Background
2015 TP450,16.25,Background
2015 TG468,16.52,Background
2015 TF472,16.64,Background
2015 TW475,17.23,Background
2015 TJ476,16.47,Hilda
2015 TV476,17.21,Schubart
2015 TX476,16.76,Potomac
2015 TV478,16.7,Background
2015 TB482,16.54,Background
2015 TH482,16.79,Background
2015 TY482,17.0,Schubart
2015 TB483,17.62,Background
2015 TG483,17.01,Schubart
2015 TM483,17.02,Hilda
2015 TN483,17.78,Francette
2015 TO483,17.76,Background
2015 TE485,17.26,Guinevere
2015 UR17,17.74,Hilda
2015 UQ18,16.28,Schubart
2015 UR37,17.14,Schubart
2015 UQ110,18.33,Background
2015 UC111,17.52,Francette
2015 UE111,17.58,Background
2015 UF111,17.33,Schubart
2015 UH111,17.05,Francette
2015 UJ111,17.34,Schubart
2015 VG6,16.94,Background
2015 VM7,17.08,Background
2015 VK22,16.82,Schubart
2015 VU26,16.45,Background
2015 VM53,16.32,Background
2015 VH56,16.68,Background
2015 VW61,16.8,Schubart
2015 VK84,15.62,Hilda
2015 VL92,16.94,Schubart
2015 VL136,16.67,Background
2015 VK140,16.94,Background
2015 VZ208,16.82,Background
2015 VN218,17.31,Hilda
2015 WH11,16.5,Background
2015 WS20,16.04,Hilda
2015 WG39,16.97,Hilda
2015 WE40,17.18,Schubart
2015 XC37,17.57,Hilda
2015 XJ42,17.33,Background
2015 XU47,16.95,Schubart
2015 XR50,16.1,Schubart
2015 XZ58,16.1,Background
2015 XJ66,16.45,Background
2015 XE92,16.95,Background
2015 XG156,16.84,Background
2015 XR191,16.96,Hilda
2015 XZ197,16.61,Background
2015 XG201,17.0,Background
2015 XC216,16.77,Schubart
2015 XL262,16.67,Potomac
2015 XF270,17.05,Background
2015 XB271,16.34,Schubart
2015 XY271,16.53,Schubart
2015 XV276,16.37,Hilda
2015 XQ306,16.14,Background
2015 XK328,15.99,Background
2015 XQ333,16.2,Schubart
2015 XL339,16.41,Background
2015 XR376,16.44,Background
2015 XB497,17.02,Background
2015 XR503,16.4,Hilda
2015 YN3,16.35,Background
2016 AA47,16.68,Background
2016 AC54,16.47,Background
2016 AP72,16.82,Schubart
2016 AJ95,15.42,Hilda
2016 AY195,16.57,Background
2016 AZ280,16.17,Schubart
2016 AS288,16.52,Schubart
2016 AK350,16.36,Background
2016 AD358,16.26,Potomac
2016 AB373,15.99,Hilda
2016 AU374,16.6,Background
2016 AY390,16.47,Francette
2016 AR391,16.63,Background
2016 AE392,16.77,Schubart
2016 BS32,16.63,Background
2016 BK33,15.89,Background
2016 BT43,16.48,Background
2016 BU54,16.08,Hilda
2016 BJ72,15.98,Schubart
2016 BO77,16.62,Background
2016 BA112,15.93,Background
2016 BN143,16.19,Schubart
2016 CW,16.0,Schubart
2016 CP19,15.7,Hilda
2016 CM53,16.19,Background
2016 CP55,16.75,Background
2016 CD130,16.3,Hilda
2016 CK141,16.57,Potomac
2016 CL190,15.62,Potomac
2016 CE258,16.41,Hilda
2016 CB266,17.079,Background
2016 CE266,16.851,Background
2016 CG266,16.63,Schubart
2016 CL355,16.57,Hilda
2016 CG360,16.37,Schubart
2016 CJ387,16.4,Background
2016 CV398,16.27,Schubart
2016 CF405,16.58,Background
2016 CL408,16.48,Background
2016 CW418,16.32,Background
2016 CF419,16.71,Schubart
2016 CM419,16.89,Background
2016 CQ419,16.43,Background
2016 DR9,16.98,Background
2016 DL20,16.43,Schubart
2016 DH44,16.13,Hilda
2016 EY94,16.93,Potomac
2016 EO204,16.85,Hilda
2016 EP204,16.76,Schubart
2016 EQ204,16.47,Schubart
2016 ES204,16.31,Background
2016 EA287,16.59,Background
2016 EZ301,16.61,Schubart
2016 EG303,16.18,Background
2016 EO325,17.53,Hilda
2016 EC333,17.07,Background
2016 EQ352,16.69,Schubart
2016 EY352,16.65,Schubart
2016 EX356,16.27,Background
2016 EB360,16.43,Hilda
2016 EO361,16.97,Background
2016 FJ31,16.69,Hilda
2016 FQ44,16.16,Schubart
2016 FR95,17.5,Potomac
2016 FK149,17.89,Potomac
2016 FN157,16.76,Hilda
2016 FK176,18.05,Potomac
2016 GB15,16.64,Background
2016 GQ16,16.52,Background
2016 GO38,16.71,Background
2016 GX39,16.18,Background
2016 GQ52,16.39,Schubart
2016 GE65,16.5,Schubart
2016 GU69,16.56,Schubart
2016 GK100,16.71,Schubart
2016 GG114,16.91,Background
2016 GK122,15.93,Schubart
2016 GC144,16.79,Background
2016 GL148,15.93,Schubart
2016 GP299,16.62,Background
2016 GL325,16.86,Schubart
2016 JE41,16.1,Background
2016 JG58,17.25,Schubart
2016 JY63,16.56,Background
2016 JE81,17.11,Potomac
2016 LD26,16.18,Background
2016 LW28,16.61,Hilda
2016 LG36,16.03,Hilda
2016 LM72,16.68,Potomac
2016 LS91,16.09,Potomac
2016 LC92,16.75,Schubart
2016 LR96,16.3,Hilda
2016 LS102,16.27,Background
2016 NX23,16.03,Hilda
2016 NM57,16.46,Schubart
2016 NN57,16.69,Background
2016 NY91,16.12,Potomac
2016 NF94,16.26,Hilda
2016 NY133,16.9,Background
2016 NV146,16.41,Schubart
2016 NW146,17.27,Schubart
2016 NK147,16.13,Hilda
2016 NM160,16.69,Background
2016 NG185,16.61,Potomac
2016 PH16,16.53,Background
2016 PC17,16.37,Background
2016 PK21,15.9,Background
2016 PE31,16.14,Potomac
2016 PZ33,16.82,Potomac
2016 PT79,16.56,Francette
2016 PU79,16.47,Background
2016 PV79,16.08,Background
2016 PW79,15.98,Schubart
2016 PA196,17.01,Potomac
2016 PP203,16.84,Schubart
2016 PU246,17.35,Francette
2016 PF247,16.34,Francette
2016 PP247,16.91,Hilda
2016 PH249,16.65,Francette
2016 PX251,16.21,Background
2016 PS252,16.13,Background
2016 PY275,17.02,Background
2016 PY278,17.31,Background
2016 QM23,16.13,Background
2016 QF38,16.59,Schubart
2016 QS38,16.19,Potomac
2016 QE62,16.49,Background
2016 QF130,15.7,Schubart
2016 RH31,15.72,Background
2016 RZ36,16.38,Background
2016 RW76,16.55,Background
2016 RC95,16.88,Schubart
2016 SF64,16.73,Schubart
2016 SL101,16.65,Background
2016 TP74,16.25,Hilda
2016 TA101,16.21,Background
2016 TF118,16.75,Francette
2016 TT120,16.68,Background
2016 TZ120,16.63,Schubart
2016 TX153,16.03,Background
2016 UF69,16.23,Background
2016 UW75,16.34,Background
2016 UA77,17.12,Schubart
2016 UV77,16.38,Schubart
2016 UO78,17.47,Background
2016 UH103,17.1,Background
2016 UO108,16.4,Schubart
2016 UM131,16.81,Schubart
2016 UE147,16.67,Background
2016 UY150,17.18,Background
2016 UX151,16.55,Background
2016 UF183,17.26,Schubart
2016 UV201,17.89,Background
2016 UZ203,17.426,Hilda
2016 UU204,17.004,Background
2016 UR207,17.209,Background
2016 UY217,18.53,Schubart
2016 UT218,17.89,Schubart
2016 UQ223,17.449,Background
2016 UH226,18.035,Background
2016 UP229,17.493,Schubart
2016 UG231,16.998,Background
2016 UL232,17.34,Background
2016 UO232,17.794,Schubart
2016 US247,15.95,Hilda
2016 UW264,17.12,Background
2016 UK269,16.79,Hilda
2016 UW269,16.26,Hilda
2016 VP44,16.76,Background
2016 VK65,17.16,Hilda
2016 WL21,16.63,Schubart
2016 WX27,16.58,Hilda
2016 WT83,17.0,Background
2016 XN17,16.61,Schubart
2017 AU2,15.35,Hilda
2017 BG151,15.46,Potomac
2017 BX165,16.07,Background
2017 BF189,15.83,Background
2017 BW229,16.57,Potomac
2017 BW238,18.71,Hilda
2017 CL52,17.49,Background
2017 DP92,15.99,Hilda
2017 DZ97,15.92,Schubart
2017 DO98,15.17,Background
2017 DR129,16.36,Potomac
2017 DL133,16.0,Hilda
2017 DV144,15.96,Schubart
2017 ES33,15.93,Potomac
2017 ER47,15.96,Hilda
2017 FW17,16.773,Background
2017 FM24,15.54,Background
2017 FO32,15.65,Potomac
2017 FU35,16.53,Schubart
2017 FC55,16.21,Potomac
2017 FB93,16.29,Background
2017 FX133,15.95,Background
2017 FM137,16.36,Schubart
2017 FM143,15.38,Background
2017 FL177,16.46,Background
2017 FT202,16.32,Schubart
2017 FR228,16.75,Schubart
2017 GV32,17.29,Background
2017 HT6,16.68,Schubart
2017 HJ16,16.35,Schubart
2017 HC79,16.34,Schubart
2017 MN10,16.63,Background
2017 MY38,16.84,Background
2017 MJ40,17.07,Hilda
2017 ND7,16.48,Background
2017 NU14,16.43,Background
2017 NX16,16.63,Background
2017 NG17,16.8,Background
2017 NF36,16.71,Schubart
2017 OQ4,15.49,Background
2017 OM5,16.8,Background
2017 OG6,16.56,Hilda
2017 OR6,16.13,Background
2017 OC9,15.79,Potomac
2017 OA14,16.0,Schubart
2017 OC50,16.765,Background
2017 OJ65,15.93,Hilda
2017 OS71,16.12,Schubart
2017 OW75,16.57,Background
2017 OB78,17.2,Hilda
2017 OL78,16.17,Hilda
2017 OO79,16.27,Hilda
2017 OH81,16.15,Background
2017 OY84,15.6,Background
2017 OC85,16.27,Schubart
2017 OV94,15.82,Hilda
2017 OX94,16.7,Hilda
2017 OA98,16.1,Schubart
2017 OM99,16.2,Background
2017 OD103,16.5,Schubart
2017 OQ103,16.8,Background
2017 OY108,17.4,Schubart
2017 OK125,16.4,Background
2017 OM160,17.13,Background
2017 ON160,17.45,Background
2017 OL162,16.64,Schubart
2017 OH171,17.72,Background
2017 OT171,17.41,Hilda
2017 OG172,17.56,Background
2017 OS173,17.41,Guinevere
2017 OP193,17.11,Background
2017 PA13,16.2,Background
2017 PR28,16.5,Background
2017 PY31,16.66,Background
2017 PC47,16.58,Schubart
2017 PF47,16.04,Potomac
2017 PH53,16.33,Background
2017 PT58,16.4,Schubart
2017 PY62,16.0,Schubart
2017 PP65,16.9,Schubart
2017 PZ81,16.84,Background
2017 PB82,17.21,Schubart
2017 PE89,17.77,Schubart
2017 PH89,16.55,Background
2017 QF5,17.639,Schubart
2017 QP5,17.545,Background
2017 QT6,17.0,Background
2017 QT8,16.4,Schubart
2017 QK9,16.7,Schubart
2017 QS9,16.865,Schubart
2017 QD10,16.4,Background
2017 QH10,16.14,Background
2017 QO10,16.95,Schubart
2017 QA11,17.372,Hilda
2017 QJ11,16.2,Hilda
2017 QN11,17.89,Background
2017 QT11,16.93,Schubart
2017 QV13,16.1,Background
2017 QS21,17.159,Background
2017 QB27,16.86,Background
2017 QX37,16.8,Schubart
2017 QH39,16.73,Schubart
2017 QH40,17.115,Hilda
2017 QB47,16.45,Hilda
2017 QR56,15.7,Schubart
2017 QS58,15.38,Background
2017 QG60,15.91,Schubart
2017 QE67,16.36,Background
2017 QP69,16.05,Background
2017 QM71,16.34,Schubart
2017 QS71,16.93,Francette
2017 QV72,16.89,Background
2017 QN76,16.58,Background
2017 QN85,16.71,Schubart
2017 QG88,16.42,Schubart
2017 QB89,16.6,Background
2017 QZ89,17.0,Schubart
2017 QG93,16.61,Schubart
2017 QL105,16.7,Schubart
2017 QV105,17.4,Background
2017 QP106,16.8,Background
2017 QG110,16.49,Background
2017 QD119,16.0,Schubart
2017 QF148,17.5,Hilda
2017 QN149,16.32,Hilda
2017 QE174,16.75,Schubart
2017 QN176,17.11,Background
2017 QL177,16.76,Background
2017 QA179,17.23,Background
2017 QS180,16.7,Schubart
2017 QB193,16.61,Background
2017 QW196,17.0,Schubart
2017 RY10,17.32,Schubart
2017 RB21,16.989,Hilda
2017 RA22,16.1,Schubart
2017 RT29,16.76,Schubart
2017 RZ29,15.9,Schubart
2017 RJ34,16.02,Schubart
2017 RW39,16.24,Schubart
2017 RP40,16.7,Schubart
2017 RB41,16.86,Guinevere
2017 RW61,15.86,Background
2017 RM64,15.8,Background
2017 RU70,17.03,Background
2017 RH76,16.659,Schubart
2017 RB78,17.177,Background
2017 RA80,16.7,Background
2017 RS81,16.83,Schubart
2017 RO97,17.51,Schubart
2017 RL120,16.14,Hilda
2017 RA149,17.54,Schubart
2017 RR149,17.11,Schubart
2017 RV149,17.4,Francette
2017 RM170,17.64,Background
2017 SV34,16.27,Background
2017 SA36,16.67,Hilda
2017 SC49,15.93,Schubart
2017 SW67,17.02,Background
2017 SZ96,16.19,Schubart
2017 SD97,16.3,Francette
2017 SY97,15.8,Background
2017 SE102,16.18,Schubart
2017 SP104,16.12,Hilda
2017 SY158,16.72,Francette
2017 SM168,16.07,Background
2017 SB178,16.71,Potomac
2017 SM190,16.17,Hilda
2017 SO198,15.6,Background
2017 SC207,16.06,Schubart
2017 SK233,17.41,Background
2017 SQ241,15.91,Potomac
2017 SM258,15.79,Background
2017 SP268,17.2,Hilda
2017 SW323,17.52,Schubart
2017 SN324,16.87,Schubart
2017 SE343,16.79,Background
2017 SV354,17.05,Background
2017 SR355,16.17,Potomac
2017 SN369,16.84,Schubart
2017 UA16,16.0,Schubart
2017 UH16,16.39,Background
2017 UH17,16.37,Background
2017 UG26,16.15,Schubart
2017 UT29,15.98,Schubart
2017 UF67,16.85,Potomac
2017 UQ87,16.39,Background
2017 UT100,16.42,Background
2017 UH109,16.3,Potomac
2017 UQ111,16.38,Hilda
2017 UP123,16.34,Schubart
2017 UC136,15.94,Hilda
2017 UH143,16.3,Background
2017 UU143,16.2,Hilda
2017 UB219,16.91,Schubart
2017 VL50,15.77,Hilda
2017 VS50,16.2,Schubart
2017 WP49,15.31,Background
2017 XG11,17.59,Background
2017 XW19,16.3,Hilda
2017 XZ29,16.9,Schubart
2017 XZ37,16.69,Francette
2017 XN47,16.72,Schubart
2017 XK50,16.93,Schubart
2017 XK65,16.9,Background
2017 XM96,16.43,Schubart
2017 XS97,16.44,Schubart
2017 XV98,16.96,Schubart
2017 YZ9,16.97,Potomac
2017 YD25,17.11,Background
2017 YW38,16.65,Hilda
2017 YD53,17.02,Hilda
2017 YL57,16.59,Schubart
2017 YW65,17.37,Schubart
2017 YY73,16.39,Hilda
2018 AA27,15.78,Background
2018 AU71,16.0,Background
2018 AV75,16.46,Schubart
2018 AK77,16.61,Schubart
2018 BY7,16.47,Background
2018 BV18,17.2,Schubart
2018 BE50,16.51,Hilda
2018 BE58,16.94,Background
2018 BA63,17.46,Schubart
2018 BK65,17.37,Background
2018 BG83,17.67,Background
2018 BK97,17.76,Francette
2018 BJ101,17.2,Schubart
2018 CE35,16.36,Schubart
2018 FX21,16.07,Background
2018 FD23,16.42,Schubart
2018 FT27,15.57,Potomac
2018 FL31,16.25,Background
2018 FH33,16.37,Schubart
2018 FP36,16.21,Hilda
2018 FP37,16.45,Schubart
2018 FU40,16.21,Schubart
2018 FV40,16.56,Schubart
2018 FD42,16.25,Background
2018 FG45,16.28,Hilda
2018 FK45,16.3,Background
2018 FW49,15.9,Francette
2018 FB68,16.5,Background
2018 GP20,16.27,Background
2018 GH34,16.74,Schubart
2018 GH36,16.32,Schubart
2018 GV36,17.5,Francette
2018 KH23,16.45,Background
2018 LS16,16.79,Background
2018 LO23,16.6,Hilda
2018 LW29,16.37,Background
2018 LR35,17.0,Background
2018 LO39,16.46,Hilda
2018 MW18,16.67,Schubart
2018 MC31,16.08,Background
2018 NT15,16.4,Potomac
2018 NN21,16.6,Hilda
2018 NS22,16.6,Potomac
2018 NK24,15.8,Background
2018 NY28,17.02,Schubart
2018 NA41,16.9,Background
2018 NZ71,17.59,Background
2018 NN72,17.43,Schubart
2018 PU25,17.626,Background
2018 PC30,17.6,Hilda
2018 PA32,16.4,Schubart
2018 PB32,16.2,Schubart
2018 PC32,15.9,Background
2018 PG32,16.2,Schubart
2018 PJ32,17.06,Background
2018 PF41,16.4,Background
2018 PM42,16.5,Background
2018 PB43,16.9,Background
2018 PY46,16.98,Schubart
2018 PS50,16.6,Schubart
2018 PK51,17.35,Background
2018 PE52,17.3,Schubart
2018 PM53,16.9,Hilda
2018 PY55,16.93,Background
2018 PF65,16.28,Potomac
2018 PP70,16.83,Potomac
2018 PW72,16.6,Background
2018 PK101,17.76,Background
2018 PR101,17.83,Background
2018 PY107,17.34,Background
2018 PA108,17.32,Schubart
2018 PS112,17.74,Background
2018 PQ134,17.88,Background
2018 PZ136,16.5,Background
2018 PO139,17.01,Background
2018 QL2,17.27,Schubart
2018 QE8,16.68,Schubart
2018 QR12,16.9,Schubart
2018 QU18,17.02,Background
2018 QY27,17.86,Background
2018 QM28,17.67,Schubart
2018 QT30,17.56,Hilda
2018 RS16,16.2,Potomac
2018 RW19,16.94,Schubart
2018 RG29,16.18,Hilda
2018 RV32,16.9,Potomac
2018 RK46,16.37,Background
2018 RJ57,16.41,Hilda
2018 RC60,16.61,Background
2018 RQ74,16.61,Hilda
2018 RC76,17.4,Background
2018 RM84,16.94,Hilda
2018 RG86,17.87,Background
2018 RZ86,17.27,Potomac
2018 RJ89,17.33,Schubart
2018 RM97,17.9,Schubart
2018 RJ98,18.97,Background
2018 RO99,18.02,Hilda
2018 RO103,17.48,Background
2018 RY104,17.31,Hilda
2018 RW106,17.98,Hilda
2018 SP13,16.1,Background
2018 SL15,16.92,Potomac
2018 SZ18,16.21,Background
2018 SD19,16.9,Hilda
2018 TR7,16.7,Schubart
2018 TE13,15.89,Schubart
2018 TE26,16.27,Background
2018 TV47,16.97,Schubart
2018 VU11,16.1,Schubart
2018 VB13,15.84,Hilda
2018 VA14,16.45,Background
2018 VQ51,16.09,Hilda
2018 VF63,15.4,Schubart
2018 VB94,16.44,Schubart
2018 VT96,15.74,Background
2018 VH101,16.67,Background
2018 VL103,16.67,Background
2018 VZ109,16.22,Background
2018 WS6,16.47,Background
